"name"	"ID"	"CntrUS_vs_CntrStim_p.val"	"FarnStim_vs_CntrStim_p.val"	"FarnStim_vs_CntrUS_p.val"	"FarnStim_vs_GeraStim_p.val"	"FarnStim_vs_GeraUS_p.val"	"FarnUS_vs_CntrStim_p.val"	"FarnUS_vs_CntrUS_p.val"	"FarnUS_vs_FarnStim_p.val"	"FarnUS_vs_GeraStim_p.val"	"FarnUS_vs_GeraUS_p.val"	"GeraStim_vs_CntrStim_p.val"	"GeraStim_vs_CntrUS_p.val"	"GeraUS_vs_CntrStim_p.val"	"GeraUS_vs_CntrUS_p.val"	"GeraUS_vs_GeraStim_p.val"	"CntrUS_vs_CntrStim_p.adj"	"FarnStim_vs_CntrStim_p.adj"	"FarnStim_vs_CntrUS_p.adj"	"FarnStim_vs_GeraStim_p.adj"	"FarnStim_vs_GeraUS_p.adj"	"FarnUS_vs_CntrStim_p.adj"	"FarnUS_vs_CntrUS_p.adj"	"FarnUS_vs_FarnStim_p.adj"	"FarnUS_vs_GeraStim_p.adj"	"FarnUS_vs_GeraUS_p.adj"	"GeraStim_vs_CntrStim_p.adj"	"GeraStim_vs_CntrUS_p.adj"	"GeraUS_vs_CntrStim_p.adj"	"GeraUS_vs_CntrUS_p.adj"	"GeraUS_vs_GeraStim_p.adj"	"CntrUS_vs_CntrStim_significant"	"FarnStim_vs_CntrStim_significant"	"FarnStim_vs_CntrUS_significant"	"FarnStim_vs_GeraStim_significant"	"FarnStim_vs_GeraUS_significant"	"FarnUS_vs_CntrStim_significant"	"FarnUS_vs_CntrUS_significant"	"FarnUS_vs_FarnStim_significant"	"FarnUS_vs_GeraStim_significant"	"FarnUS_vs_GeraUS_significant"	"GeraStim_vs_CntrStim_significant"	"GeraStim_vs_CntrUS_significant"	"GeraUS_vs_CntrStim_significant"	"GeraUS_vs_CntrUS_significant"	"GeraUS_vs_GeraStim_significant"	"significant"	"CntrUS_vs_CntrStim_ratio"	"FarnStim_vs_CntrStim_ratio"	"FarnStim_vs_CntrUS_ratio"	"FarnStim_vs_GeraStim_ratio"	"FarnStim_vs_GeraUS_ratio"	"FarnUS_vs_CntrStim_ratio"	"FarnUS_vs_CntrUS_ratio"	"FarnUS_vs_FarnStim_ratio"	"FarnUS_vs_GeraStim_ratio"	"FarnUS_vs_GeraUS_ratio"	"GeraStim_vs_CntrStim_ratio"	"GeraStim_vs_CntrUS_ratio"	"GeraUS_vs_CntrStim_ratio"	"GeraUS_vs_CntrUS_ratio"	"GeraUS_vs_GeraStim_ratio"	"CntrStim_centered"	"CntrUS_centered"	"FarnStim_centered"	"FarnUS_centered"	"GeraStim_centered"	"GeraUS_centered"
"TMBIM1"	"Q969X1"	0.90473336956626	3.79308805572366e-08	2.85184876480202e-08	1.6059605390361e-10	1.59926640250192e-11	3.28311409308118e-06	2.4070588924249e-06	0.0834271850181128	4.90382370867097e-12	6.17265499506716e-13	4.80486264752113e-16	4.08977744750655e-16	1.05063771012953e-16	9.01967132656565e-17	0.253240197607932	0.919	0.0016	0.0102	0.00549	0.0057	0.207	0.00618	0.73	0.0113	0.000503	0.000465	0.000233	0.00133	5.93e-05	0.844	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	-0.0339	2.16	2.2	-2.86	-3.19	1.66	1.69	-0.506	-3.37	-3.69	5.02	5.06	5.35	5.39	0.328	-2.36	-2.39	-0.197	-0.703	2.66	2.99
"TMBIM6"	"P55061"	0.0228799285462985	1.24287096631613e-07	6.00022251176056e-05	5.47442817471868e-08	7.36892249059992e-08	4.34845495488431e-07	0.00022828966727699	0.615273572430729	1.65253666812706e-08	2.20619119362096e-08	4.43819663330744e-14	2.57594552206736e-12	5.39457369300122e-14	3.22176867149417e-12	0.902234103575305	0.657	0.00426	0.282	0.0953	0.18	0.114	0.112	0.899	0.202	0.128	0.00713	0.0289	0.03	0.0359	0.921	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	1.28	3.81	2.53	-3.99	-3.92	3.54	2.26	-0.269	-4.26	-4.19	7.8	6.52	7.73	6.45	-0.0656	-4.03	-2.75	-0.217	-0.486	3.77	3.71
"TMEM123"	"Q8N131"	0.215127890280261	1.49501137374682e-09	2.65525937343509e-08	0.000159290543988912	0.000136718931977932	7.56024174526366e-08	1.77024571359646e-06	0.0990641513385087	1.8394979475694e-06	1.585806866019e-06	3.18171879029274e-13	2.90028774498713e-12	2.88639774051943e-13	2.61173074484568e-12	0.95403916491426	0.847	7.28e-05	0.00981	0.615	0.643	0.0581	0.00479	0.75	0.487	0.439	0.0174	0.0302	0.0565	0.0332	0.923	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	0.456	3.27	2.82	-1.58	-1.61	2.66	2.2	-0.614	-2.2	-2.22	4.86	4.4	4.88	4.42	0.0209	-2.69	-2.23	0.586	-0.028	2.17	2.19
"TMEM147"	"Q9BVK8"	0.230457808664274	2.80164519517788e-06	1.29341733993885e-07	1.90406126278775e-07	1.94346425208774e-06	0.00203834942827872	8.43184704720349e-05	0.0177447471202841	5.78310830601248e-10	4.37625185352835e-09	8.04243355403403e-13	1.03348739219215e-13	4.17576329302048e-12	4.79946965842979e-13	0.36245555618783	0.851	0.0336	0.0243	0.138	0.348	0.647	0.0672	0.511	0.0799	0.073	0.027	0.00662	0.123	0.0154	0.869	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	-0.394	1.91	2.3	-2.25	-1.96	1.1	1.49	-0.812	-3.07	-2.77	4.16	4.56	3.87	4.26	-0.297	-1.77	-2.17	0.136	-0.676	2.39	2.09
"TMEM214"	"Q6NUQ4"	0.00121487365847954	7.06919185885575e-10	6.65848013649139e-13	2.47244406214094e-06	0.000682108704270774	2.28248145488805e-06	4.56531973106849e-10	0.00204988275324281	7.55655341355358e-10	1.02487625864915e-07	1.44952781174306e-14	9.66224630826037e-17	4.53770251879046e-13	1.68645625597101e-15	0.0408378337993935	0.324	3.1e-05	3.01e-07	0.278	0.729	0.189	1.88e-07	0.236	0.0869	0.213	0.00373	7.02e-05	0.065	0.000583	0.651	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	-0.841	2.19	3.03	-1.39	-0.893	1.4	2.24	-0.793	-2.18	-1.69	3.58	4.42	3.09	3.93	-0.498	-1.57	-2.41	0.622	-0.171	2.01	1.52
"TMEM222"	"Q9H0R3"	0.607515658804807	1.81405608286548e-16	3.57914659119539e-16	0.00664647596441305	0.00306280835718032	2.706469007095e-16	5.39334285940279e-16	0.760807903149807	0.00312883282634988	0.00141142725084558	5.10969661979464e-18	9.27277510780596e-18	3.57861483406203e-18	6.44360431238587e-18	0.754364082346354	0.902	4.87e-14	8.42e-14	0.823	0.792	5.89e-11	3.85e-14	0.911	0.844	0.849	6.91e-06	6.87e-06	9.58e-05	3.85e-06	0.912	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	0.13	4.67	4.54	-0.74	-0.82	4.59	4.46	-0.0772	-0.818	-0.897	5.41	5.28	5.49	5.36	0.0793	-3.38	-3.25	1.29	1.21	2.03	2.11
"TMEM256"	"Q8N2U0"	0.0593004558393874	1.69325612255589e-06	0.00029056100595115	0.0155839702197147	0.00415151330659835	5.40530353126759e-08	7.53362509325201e-06	0.175379697561483	0.242421373033551	0.0916865790023609	3.41491203791751e-09	3.58443301604115e-07	1.01027615771724e-09	9.19383449732959e-08	0.583364371398985	0.751	0.0248	0.407	0.854	0.804	0.0507	0.0152	0.808	0.926	0.936	0.273	0.417	0.336	0.485	0.898	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	0.476	1.49	1.01	-0.625	-0.759	1.82	1.35	0.336	-0.289	-0.423	2.11	1.64	2.25	1.77	0.134	-1.36	-0.881	0.129	0.466	0.754	0.889
"TMEM258"	"P61165"	0.37311208155992	3.63564164308971e-08	3.26867907166212e-07	4.52113169545681e-09	5.5988769511246e-08	0.000728675692701447	0.00705319916922969	0.00063461334581439	1.88360736328246e-12	1.38354061008402e-11	4.07023705737173e-15	1.55209038245951e-14	2.03806637292505e-14	8.4105524066738e-14	0.287641246278852	0.878	0.00155	0.0389	0.0335	0.168	0.573	0.459	0.141	0.0066	0.00429	0.00174	0.00238	0.0201	0.00647	0.853	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	0.251	2.14	1.88	-2.39	-2.09	1.06	0.81	-1.08	-3.46	-3.16	4.52	4.27	4.22	3.97	-0.3	-2.03	-1.78	0.104	-0.971	2.49	2.19
"TMEM41B"	"Q5BJD5"	0.314106429610094	5.71243328031533e-06	8.39009687433269e-05	3.38073641243771e-10	9.94796318970938e-12	4.61971218931212e-06	6.76160470239413e-05	0.935237313500173	4.01487007645671e-10	1.16084740993174e-11	1.39732835406726e-14	6.8483777963765e-14	1.07796519941357e-15	4.59352678782386e-15	0.0869006871029038	0.869	0.0491	0.305	0.00819	0.00419	0.224	0.0593	0.921	0.0728	0.00383	0.00366	0.00538	0.00499	0.00112	0.744	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	0.213	1.18	0.966	-2.04	-2.41	1.2	0.983	0.017	-2.02	-2.39	3.22	3	3.58	3.37	0.369	-1.56	-1.35	-0.386	-0.369	1.65	2.02
"TMEM43"	"Q9BTV4"	0.000635600852457675	1.35790608732111e-09	1.6396871750138e-05	0.000655802770813022	8.26485910516656e-05	8.24216177569583e-09	0.000137458631256264	0.425580255935809	7.89447759276729e-05	9.8926989190572e-06	7.42410229407762e-13	1.39410475963921e-09	1.95183102538887e-13	2.59087776771607e-10	0.435493656889231	0.265	6.53e-05	0.194	0.71	0.612	0.0217	0.0872	0.877	0.713	0.591	0.0261	0.185	0.0495	0.149	0.881	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	2.17	5.12	2.95	-2.16	-2.61	4.67	2.5	-0.452	-2.62	-3.06	7.28	5.11	7.73	5.56	0.442	-4.49	-2.32	0.625	0.173	2.79	3.23
"TMEM55B"	"Q86T03"	0.0920522784633555	1.66719858890855e-11	5.63760049233794e-10	5.06737701624088e-07	2.60017835342825e-08	2.95892888701636e-11	1.06690451570112e-09	0.768051213213512	2.41845041354183e-07	1.29952722674749e-08	4.30585781498885e-16	4.90510821655479e-15	8.82316786862592e-17	8.74086210867707e-16	0.231708786974984	0.788	1.98e-07	0.000637	0.185	0.14	0.000636	7.03e-07	0.911	0.356	0.107	0.000439	0.00116	0.00123	0.000386	0.837	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	0.556	3.6	3.04	-2.11	-2.5	3.5	2.95	-0.0947	-2.2	-2.59	5.71	5.15	6.1	5.54	0.389	-3.24	-2.69	0.355	0.26	2.46	2.85
"TMEM97"	"Q5BJF2"	0.624504009714817	6.3812356955784e-14	1.41624127088763e-13	0.00185499256362688	0.00610689954024391	1.2581960197923e-10	3.49230458230866e-10	0.000263076616704366	3.87769391988942e-08	1.2302112923973e-07	4.14666113080012e-16	8.07765272508169e-16	7.92170605402198e-16	1.56767807466222e-15	0.634505271193845	0.903	2.77e-12	2.68e-08	0.767	0.817	0.0019	1.2e-07	0.088	0.248	0.227	0.000431	0.000384	0.00437	0.00056	0.903	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	0.0958	2.81	2.71	-0.671	-0.578	1.99	1.9	-0.817	-1.49	-1.39	3.48	3.38	3.39	3.29	-0.093	-1.96	-1.86	0.848	0.0314	1.52	1.43
"TMX1"	"Q9H3N1"	0.646273290113222	1.49072080026394e-07	4.68998201155444e-07	3.68812389693433e-08	1.95875383953807e-09	3.54826351989942e-07	1.13754022539187e-06	0.727476752007267	1.61556422398253e-08	9.10983977308278e-10	3.84637039079457e-14	8.0107042587502e-14	5.52396934748134e-15	1.09614788889018e-14	0.209606034665737	0.905	0.00486	0.0461	0.0828	0.0608	0.106	0.00333	0.908	0.201	0.0394	0.00659	0.0058	0.011	0.00198	0.829	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	0.0826	1.27	1.19	-1.37	-1.6	1.21	1.12	-0.0627	-1.43	-1.66	2.64	2.56	2.87	2.79	0.229	-1.34	-1.26	-0.0759	-0.139	1.3	1.53
"TPM4"	"P67936"	0.610007752789138	1.16867846761853e-07	4.16085226707017e-07	2.08316325069759e-12	6.20422667108267e-11	3.2558668355484e-09	1.04618203526374e-08	0.136206511484636	1.50623776037399e-13	3.34959438703965e-12	1.92220571031372e-05	5.00984477196732e-06	0.0020961210632161	0.000559138295888127	0.0832165277839953	0.902	0.00407	0.0437	0.000198	0.0125	0.014	1.9e-05	0.784	0.00142	0.00171	0.72	0.556	0.875	0.851	0.739	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	0.096	1.35	1.25	2.32	1.98	1.63	1.54	0.286	2.6	2.27	-0.971	-1.07	-0.636	-0.732	0.335	-0.244	-0.148	1.1	1.39	-1.22	-0.88
"TRAM1"	"Q15629"	0.597877690724858	1.67114472285972e-06	6.60386502795249e-06	2.36876347528246e-08	1.98382311114694e-08	3.75025323640089e-05	0.000152666875974894	0.241607278117212	1.57405672510913e-09	1.33421462441587e-09	1.33299351935365e-13	3.22165486153679e-13	1.17835840930775e-13	2.8373203444278e-13	0.940082473979794	0.901	0.0246	0.14	0.0696	0.13	0.35	0.0922	0.836	0.111	0.0467	0.0121	0.0114	0.041	0.0116	0.923	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	0.129	1.49	1.36	-1.91	-1.93	1.2	1.07	-0.29	-2.2	-2.22	3.41	3.28	3.43	3.3	0.0184	-1.61	-1.48	-0.116	-0.407	1.8	1.82
"TSPAN14"	"Q8NG11"	0.101328666402743	1.50611056881512e-07	1.11489694972322e-05	9.10231088996973e-05	1.19054014980503e-06	8.85133766146514e-09	5.18312088527364e-07	0.241445045812111	0.00203752433055802	2.64525445910141e-05	7.40363138517477e-12	2.05985023429218e-10	3.85067273942929e-13	7.82865274201325e-12	0.107187984730441	0.795	0.0049	0.17	0.572	0.319	0.0226	0.00166	0.836	0.833	0.661	0.0628	0.118	0.0619	0.052	0.767	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	0.851	3.57	2.72	-2.32	-3.16	4.17	3.32	0.601	-1.72	-2.56	5.89	5.04	6.73	5.88	0.836	-3.54	-2.69	0.0361	0.637	2.36	3.19
"TYSND1"	"Q2T9J0"	0.73159985448658	5.64865318490316e-09	2.60157388807571e-09	0.0820422088760007	0.000292638025572661	1.1907857128586e-05	4.83714356746747e-06	0.0044066675243111	0.201250025634169	0.297298791111802	4.1687514634939e-07	1.77055645898397e-07	0.00019422126412571	7.8112752627997e-05	0.0252676728145738	0.91	0.000292	0.00198	0.899	0.686	0.279	0.011	0.32	0.924	0.951	0.542	0.389	0.836	0.803	0.582	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	-0.156	3.84	4	0.815	1.89	2.44	2.59	-1.41	-0.591	0.479	3.03	3.18	1.96	2.11	-1.07	-1.85	-2.01	1.99	0.585	1.18	0.106
"UBQLN1"	"Q9UMX0"	0.177650243818883	3.14631758796294e-07	1.14602733352666e-08	0.0033728496778079	0.0023519488045568	0.000109668648866664	2.94048450989711e-06	0.0317504558910793	0.346670967478646	0.280174143928801	0.00132574593052192	3.56589239288947e-05	0.00191305840254392	5.21339632167112e-05	0.88621615550103	0.835	0.00846	0.0057	0.795	0.782	0.422	0.00733	0.601	0.931	0.95	0.838	0.647	0.873	0.792	0.92	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	-0.405	2	2.4	0.943	0.986	1.33	1.74	-0.663	0.28	0.322	1.05	1.46	1.01	1.41	-0.0422	-0.831	-1.24	1.16	0.501	0.221	0.179
"UBQLN2"	"Q9UHD9"	0.0265728050887458	1.80793490706257e-06	6.16789270308344e-09	0.913873857877436	0.537763146968565	0.000111490108499772	2.61198920854809e-07	0.125822640996062	0.152891616018692	0.347177684407866	2.39045787639071e-06	7.9045050472371e-09	9.05188520122197e-06	2.60292163866066e-08	0.610721487895663	0.673	0.0258	0.00367	0.947	0.924	0.423	0.000845	0.776	0.92	0.953	0.633	0.257	0.765	0.4	0.901	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	-0.526	1.37	1.9	0.0244	0.14	1.02	1.54	-0.354	-0.329	-0.214	1.35	1.87	1.23	1.76	-0.115	-0.741	-1.27	0.631	0.278	0.607	0.492
"UBR7"	"Q8N806"	0.308251252912233	4.836844499139e-14	2.60018502653618e-13	3.48369725785132e-14	2.11633085314654e-12	1.71079735778617e-15	7.61277390808902e-15	0.0329454800498492	1.27743748923692e-15	4.84983431605209e-14	0.835407693296091	0.222772675537295	0.0328244133998845	0.234982594028137	0.0206719679787297	0.868	1.39e-12	7.3e-08	2.06e-06	0.00159	2.65e-09	3.85e-14	0.606	1.75e-05	4.35e-05	0.934	0.882	0.908	0.937	0.552	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	0.177	2.51	2.33	2.55	2.12	2.89	2.72	0.385	2.93	2.51	-0.0358	-0.213	0.385	0.208	0.421	-0.988	-0.811	1.52	1.91	-1.02	-0.603
"ULK3"	"Q6PHR2"	0.634018715264199	1.1659399114689e-06	3.48125138797562e-07	0.00019131228501975	3.45410810825208e-06	2.57289843278322e-09	8.99769115884365e-10	0.0162871819912421	2.53260556660454e-07	6.66701967323255e-09	0.060865383828378	0.0217833818986982	0.67438406100366	0.372931887479944	0.136907365637624	0.904	0.0199	0.0401	0.628	0.384	0.0125	5.46e-07	0.497	0.359	0.0837	0.901	0.839	0.938	0.942	0.791	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	-0.211	2.76	2.97	1.9	2.58	3.89	4.1	1.13	3.03	3.7	0.858	1.07	0.186	0.397	-0.672	-1.25	-1.46	1.51	2.64	-0.389	-1.06
"VAMP8"	"Q9BV40"	1.42304416912206e-05	9.181881539643e-07	0.296806176903721	8.56103890391091e-06	5.26346255884447e-07	5.36488115648154e-08	0.0354066930560314	0.258515807434265	0.000177194583260689	1.01133576655961e-05	5.36578360097201e-12	5.62495854096666e-07	7.66974428188311e-13	3.92997107673744e-08	0.285184535535807	0.0574	0.0172	0.886	0.369	0.276	0.0506	0.671	0.841	0.749	0.592	0.0566	0.441	0.0751	0.428	0.853	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	2.14	2.57	0.428	-2.22	-2.66	3.04	0.892	0.464	-1.76	-2.2	4.79	2.65	5.23	3.09	0.438	-2.96	-0.819	-0.391	0.0729	1.83	2.27
"VDAC1"	"P21796"	0.691481871514949	3.78292137093434e-06	1.07108007374421e-05	0.0488201958108037	0.00767800326497216	2.32398424220705e-06	6.54135375934704e-06	0.851112765021617	0.0716901089874919	0.0120155270742053	2.30291950731295e-08	5.95224199918929e-08	3.50310866488433e-09	8.66760687886665e-09	0.417502039503012	0.908	0.0397	0.168	0.887	0.824	0.19	0.0137	0.917	0.908	0.903	0.367	0.343	0.402	0.324	0.879	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	0.0622	0.907	0.844	-0.321	-0.448	0.936	0.874	0.0294	-0.291	-0.419	1.23	1.16	1.35	1.29	0.128	-0.748	-0.686	0.159	0.188	0.479	0.607
"VDAC2"	"P45880"	0.232602591715473	2.52979907969732e-10	3.50737478411344e-09	0.0144027479164297	0.000734971044084876	8.19769189929073e-11	1.04229334049751e-09	0.585038629496548	0.048492716329953	0.00299376619940086	1.65532293845319e-12	1.56213853043598e-11	2.10135637291829e-13	1.70345623364032e-12	0.23867211273749	0.852	9.54e-06	0.00247	0.851	0.733	0.00136	6.8e-07	0.896	0.902	0.871	0.0364	0.0568	0.0508	0.0279	0.839	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	0.21	1.71	1.5	-0.45	-0.657	1.8	1.59	0.0948	-0.355	-0.562	2.16	1.95	2.36	2.15	0.207	-1.37	-1.16	0.334	0.429	0.784	0.991
"WDR59"	"Q6PJI9"	0.0681852778339417	1.46437619434616e-11	4.78656816423357e-13	0.306833965701783	0.699479250361343	1.14563793879413e-12	4.87228079427872e-14	0.174169016276756	0.0218776327128615	0.0855602142679542	1.13093766786443e-10	2.97245659424771e-12	3.10120716362088e-11	9.36270350784966e-13	0.520045287885075	0.764	1.64e-07	1.88e-07	0.927	0.929	2.88e-05	3.85e-14	0.807	0.887	0.935	0.137	0.0305	0.196	0.0214	0.892	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	-0.788	4.72	5.51	0.432	0.162	5.3	6.09	0.579	1.01	0.74	4.29	5.08	4.56	5.35	0.27	-3.01	-3.8	1.71	2.29	1.28	1.55
"WDTC1"	"Q8N5D0"	0.282279089090044	6.09798741282745e-10	6.81109179372649e-09	1.66169552004495e-07	8.09374223508703e-08	6.6684945714249e-12	5.46271247177942e-11	0.0315250941959814	8.92573305902293e-10	4.74834850180074e-10	0.0212812747711832	0.187409909485698	0.0405952100282309	0.299920044414186	0.769322991003233	0.863	2.64e-05	0.00394	0.133	0.184	0.000167	4.05e-09	0.6	0.0915	0.029	0.886	0.879	0.91	0.939	0.913	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	0.593	5.15	4.56	3.83	3.99	6.38	5.79	1.23	5.06	5.22	1.32	0.732	1.16	0.571	-0.16	-2.44	-1.84	2.72	3.95	-1.11	-1.27
"YKT6"	"O15498"	0.426603383355377	8.86199034967891e-10	1.62939578847223e-10	0.0219141001000643	0.0852033471416062	1.66526637919961e-10	3.31698075611791e-11	0.432646861909494	0.112697699762252	0.329985906134737	6.79019190547949e-12	1.57298349694507e-12	2.31699966895121e-11	5.06830032172024e-12	0.521893469143436	0.885	4.01e-05	0.000225	0.864	0.888	0.00235	1.43e-09	0.878	0.915	0.952	0.0611	0.0236	0.184	0.0437	0.892	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	-0.311	3.61	3.92	-0.94	-0.69	3.92	4.23	0.307	-0.633	-0.383	4.55	4.86	4.3	4.61	-0.25	-2.68	-2.99	0.932	1.24	1.87	1.62
"ZAP70"	"P43403"	0.0164813246327448	4.52897703249326e-06	0.00352199879118612	0.0195544464097416	0.742052580615067	7.62665296915399e-08	5.17116162755752e-05	0.114621981777091	0.00034381469910694	0.204994110730455	0.0029209933754079	0.47683799413929	1.92636623900026e-06	0.00152823641988356	0.00905266295864603	0.62	0.0437	0.637	0.861	0.931	0.0583	0.0506	0.766	0.775	0.947	0.853	0.896	0.716	0.871	0.423	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	0.374	0.842	0.468	0.363	-0.0485	1.08	0.706	0.238	0.601	0.189	0.479	0.105	0.89	0.516	0.411	-0.611	-0.237	0.231	0.469	-0.132	0.279
"ZC3HAV1"	"Q7Z2W4"	0.32779963711753	1.14940694650748e-06	1.50490453836118e-05	1.49318793249174e-05	0.000142225935543957	1.23992107109977e-09	1.15163627970817e-08	0.0075634737874736	1.14374306595444e-08	8.64490434495351e-08	0.329224657448071	0.997637371310351	0.0753862293350333	0.400219506038524	0.398597387336185	0.871	0.0197	0.189	0.418	0.645	0.00846	2.15e-05	0.382	0.188	0.202	0.922	0.91	0.916	0.942	0.876	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	0.149	0.941	0.792	0.793	0.665	1.37	1.22	0.432	1.22	1.1	0.148	-0.000446	0.276	0.128	0.128	-0.481	-0.333	0.46	0.892	-0.333	-0.205
"ZDHHC3"	"Q9NYG2"	0.120005864737373	2.02897437479119e-08	1.01733823658339e-06	4.70355990834879e-08	1.36777409072162e-09	1.9477797257352e-10	6.27776874258619e-09	0.0439525204080266	9.44390465346848e-06	1.83992515493255e-07	1.25314391646663e-14	1.55694012192486e-13	1.33306843114633e-15	1.35995888173681e-14	0.132469429741832	0.808	0.000958	0.0643	0.0904	0.0527	0.00263	9.94e-06	0.648	0.597	0.257	0.00346	0.00813	0.00544	0.00226	0.788	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	0.495	2.45	1.96	-2.34	-2.82	3.11	2.61	0.652	-1.69	-2.17	4.8	4.3	5.27	4.78	0.478	-2.69	-2.19	-0.234	0.418	2.11	2.59
"ZFAND2B"	"Q8WV99"	0.324322977756364	1.59294626620152e-07	1.45825037224583e-08	3.67297709570734e-10	2.91608008381156e-08	3.42511773922614e-12	5.83431501683943e-13	2.84274311074334e-05	3.8104252412753e-14	9.73964195760828e-13	0.0127939417729544	0.10691067691571	0.485391536359207	0.768864630677751	0.0599722480935981	0.871	0.0051	0.00669	0.00851	0.144	8.57e-05	7.1e-14	0.0215	0.00047	0.000717	0.878	0.869	0.935	0.949	0.701	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	-0.184	1.3	1.48	1.79	1.43	2.23	2.41	0.928	2.72	2.36	-0.49	-0.306	-0.13	0.0543	0.36	-0.454	-0.638	0.846	1.77	-0.944	-0.584
